timestamp,season,demand_kwh,pv_production_kwh,price_buy_eur_kwh,price_sell_eur_kwh,p_bess_ch_kw,p_bess_dis_kw,bess_soc_kwh,p_pv_used_kw,p_pv_curtailed_kw,p_grid_buy_kw,p_grid_sell_kw,p_ely_kw,p_fc_kw,tank_mass_kg,p_pv_to_load_kw,p_pv_to_bess_kw,p_pv_to_ely_kw,p_pv_to_grid_kw,p_grid_to_load_kw,p_grid_to_bess_kw,bess_charged_kwh,bess_discharged_kwh,pv_used_kwh,pv_curtailed_kwh,grid_import_kwh,grid_export_kwh,h2_produced_kg,h2_used_kg
2019-01-07 00:00:00,winter,9.1476,0.0,0.195,0.0975,0.0,0.0,68.90184234972149,0.0,0.0,9.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1476,0.0,0.0,0.0,0.0,0.0,9.1476,0.0,0.0,0.0
2019-01-07 01:00:00,winter,9.1186,0.0,0.195,0.0975,0.0,0.0,68.89897143962358,0.0,0.0,9.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1186,0.0,0.0,0.0,0.0,0.0,9.1186,0.0,0.0,0.0
2019-01-07 02:00:00,winter,9.0814,0.0,0.195,0.0975,0.0,0.0,68.89610064914693,0.0,0.0,9.0814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0814,0.0,0.0,0.0,0.0,0.0,9.0814,0.0,0.0,0.0
2019-01-07 03:00:00,winter,9.1237,0.0,0.195,0.0975,0.0,0.0,68.89322997828654,0.0,0.0,9.1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1237,0.0,0.0,0.0,0.0,0.0,9.1237,0.0,0.0,0.0
2019-01-07 04:00:00,winter,9.4247,0.0,0.195,0.0975,0.0,0.0,68.89035942703744,0.0,0.0,9.4247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4247,0.0,0.0,0.0,0.0,0.0,9.4247,0.0,0.0,0.0
2019-01-07 05:00:00,winter,10.1201,0.0,0.195,0.0975,0.0,0.0,68.88748899539465,0.0,0.0,10.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1201,0.0,0.0,0.0,0.0,0.0,10.1201,0.0,0.0,0.0
2019-01-07 06:00:00,winter,10.9683,0.0,0.195,0.0975,0.0,0.0,68.88461868335317,0.0,0.0,10.9683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9683,0.0,0.0,0.0,0.0,0.0,10.9683,0.0,0.0,0.0
2019-01-07 07:00:00,winter,10.5276,0.0,0.195,0.0975,0.0,0.0,68.88174849090802,0.0,0.0,10.5276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5276,0.0,0.0,0.0,0.0,0.0,10.5276,0.0,0.0,0.0
2019-01-07 08:00:00,winter,12.4245,0.4393,0.235,0.1175,0.0,11.9852,56.24536834717087,0.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.4393,0.0,0.0,0.0,0.0,0.0,0.0,11.9852,0.4393,0.0,0.0,0.0,0.0,0.0
2019-01-07 09:00:00,winter,11.4482,5.0816,0.235,0.1175,0.0,6.3666,49.53203913974706,5.0816,0.0,0.0,0.0,0.0,0.0,0.0,5.0816,0.0,0.0,0.0,0.0,0.0,0.0,6.3666,5.0816,0.0,0.0,0.0,0.0,0.0
2019-01-07 10:00:00,winter,10.6548,11.3084,0.235,0.1175,0.6536000000000008,0.0,50.150034708388716,11.3084,0.0,0.0,0.0,0.0,0.0,0.0,10.6548,0.6536000000000008,0.0,0.0,0.0,0.0,0.6536000000000008,0.0,11.3084,0.0,0.0,0.0,0.0,0.0
2019-01-07 11:00:00,winter,10.2964,16.5884,0.235,0.1175,6.292,0.0,56.11706043494303,16.5884,0.0,0.0,0.0,0.0,0.0,0.0,10.2964,6.292,0.0,0.0,0.0,0.0,6.292,0.0,16.5884,0.0,0.0,0.0,0.0,0.0
2019-01-07 12:00:00,winter,10.2442,18.9609,0.235,0.1175,8.7167,0.0,64.38410992820849,18.9609,0.0,0.0,0.0,0.0,0.0,0.0,10.2442,8.7167,0.0,0.0,0.0,0.0,8.7167,0.0,18.9609,0.0,0.0,0.0,0.0,0.0
2019-01-07 13:00:00,winter,10.3216,17.4238,0.235,0.1175,7.1022,0.0,71.11916577637584,17.4238,0.0,0.0,0.0,0.0,0.0,0.0,10.3216,7.1022,0.0,0.0,0.0,0.0,7.1022,0.0,17.4238,0.0,0.0,0.0,0.0,0.0
2019-01-07 14:00:00,winter,10.4439,12.3816,0.235,0.1175,1.9377000000000013,0.0,72.9544661044343,12.3816,0.0,0.0,0.0,0.0,0.0,0.0,10.4439,1.9377000000000013,0.0,0.0,0.0,0.0,1.9377000000000013,0.0,12.3816,0.0,0.0,0.0,0.0,0.0
2019-01-07 15:00:00,winter,10.5995,5.7185,0.235,0.1175,0.0,4.881000000000001,67.80640058191932,5.7185,0.0,0.0,0.0,0.0,0.0,0.0,5.7185,0.0,0.0,0.0,0.0,0.0,0.0,4.881000000000001,5.7185,0.0,0.0,0.0,0.0,0.0
2019-01-07 16:00:00,winter,10.8205,0.4988,0.235,0.1175,0.0,10.3217,56.923548206908414,0.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.4988,0.0,0.0,0.0,0.0,0.0,0.0,10.3217,0.4988,0.0,0.0,0.0,0.0,0.0
2019-01-07 17:00:00,winter,11.1535,0.0,0.235,0.1175,0.0,11.1535,45.164355098170454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1535,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 18:00:00,winter,12.3864,0.0,0.235,0.1175,0.0,12.3864,32.10606124673815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3864,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 19:00:00,winter,10.3767,0.0,0.235,0.1175,0.0,10.3767,21.166721295429795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3767,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 20:00:00,winter,10.505,0.0,0.235,0.1175,0.0,10.505,10.09259707535288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.505,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 21:00:00,winter,10.2644,0.0,0.195,0.0975,0.0,0.0,10.09217655047474,0.0,0.0,10.2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2644,0.0,0.0,0.0,0.0,0.0,10.2644,0.0,0.0,0.0
2019-01-07 22:00:00,winter,9.7741,0.0,0.195,0.0975,0.0,0.0,10.091756043118469,0.0,0.0,9.7741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7741,0.0,0.0,0.0,0.0,0.0,9.7741,0.0,0.0,0.0
2019-01-07 23:00:00,winter,9.2645,0.0,0.195,0.0975,0.0,0.0,10.091335553283338,0.0,0.0,9.2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2645,0.0,0.0,0.0,0.0,0.0,9.2645,0.0,0.0,0.0
2019-01-08 00:00:00,winter,8.7111,0.0,0.195,0.0975,0.0,0.0,10.090915080968617,0.0,0.0,8.7111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7111,0.0,0.0,0.0,0.0,0.0,8.7111,0.0,0.0,0.0
2019-01-08 01:00:00,winter,8.6102,0.0,0.195,0.0975,0.0,0.0,10.090494626173577,0.0,0.0,8.6102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6102,0.0,0.0,0.0,0.0,0.0,8.6102,0.0,0.0,0.0
2019-01-08 02:00:00,winter,8.557,0.0,0.195,0.0975,0.0,0.0,10.090074188897486,0.0,0.0,8.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.557,0.0,0.0,0.0,0.0,0.0,8.557,0.0,0.0,0.0
