study_id,run_mode,ssr_target,solver_name,solver_status,termination_condition,solver_elapsed_s,achieved_ssr,tac_eur_per_year,annualized_capex_bess_eur,annualized_capex_ely_eur,annualized_capex_fc_eur,annualized_capex_tank_eur,annualized_capex_total_eur,opex_fixed_bess_eur,opex_fixed_ely_eur,opex_fixed_fc_eur,opex_fixed_tank_eur,opex_fixed_total_eur,opex_variable_bess_eur,opex_variable_ely_eur,opex_variable_fc_eur,opex_variable_tank_eur,opex_variable_total_eur,grid_import_cost_eur,grid_export_revenue_eur,grid_net_cost_eur,bess_capacity_kwh,electrolyzer_capacity_kw,fuel_cell_capacity_kw,tank_capacity_kg,annual_grid_import_kwh,annual_grid_export_kwh,annual_pv_curtailed_kwh,annual_pv_curtailed_share_of_available,annual_h2_produced_kg,annual_h2_used_kg,bess_installed,h2_installed
demo_synthetic_seasonal_weeks,unconstrained,,gurobi,ok,optimal,0.3982670307159424,0.4111625659376038,503.47824875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.8093735,280.33112474999996,503.47824875000003,0.0,0.0,0.0,0.0,3953.9004,2542.8096,0.0,0.0,0.0,0.0,False,False
demo_synthetic_seasonal_weeks,ssr_60,0.6,gurobi,ok,optimal,0.9021952152252197,0.6000000000000001,4244.207375186321,3229.3085581779765,0.0,0.0,0.0,3229.3085581779765,608.0159425223363,0.0,0.0,0.0,608.0159425223363,0.0,0.0,0.0,0.0,0.0,531.5254414489618,124.64256696295435,406.8828744860075,81.06879233631152,0.0,0.0,0.0,2685.9028799999996,1133.1142451177666,0.0,0.0,0.0,0.0,True,False
demo_synthetic_seasonal_weeks,ssr_70,0.7,gurobi,ok,optimal,1.0005097389221191,0.7000000000000002,8642.72998749143,5748.728487417475,812.001705927232,37.868037636512746,335.7925738985468,6934.390804879767,1082.3736743057627,196.5902328212431,9.168067358854511,35.57391311419744,1323.7058876000578,0.0,0.0,0.0,0.0,0.0,397.35652487194056,12.723229860334994,384.6332950116056,144.31648990743503,7.1487357389542945,0.3333842675947095,7.1147826228394875,2014.427159999999,115.66572600304539,0.0,0.0,8.219192902120046,8.219192902120065,True,True
